F1,F2,F3,B1,B2,B3,max_formant,smooth_error,time,rel_time,prop_time,id,label,file_name,group,speaker_num,point_heuristic,f0,intensity,optimized,word,stress,dur,pre_word,fol_word,pre_seg,fol_seg,abs_pre_seg,abs_fol_seg,context,B1_Hz,B2_Hz,B3_Hz,_source_file,_audio_id,_token_time,_audio_duration,_split_time,_time_basis,_split_basis,half
640.878396036995,1464.001978242381,2315.558816533941,2.9505470066588133,2.759034860368747,3.519149696043013,5512.820512820513,4.42811804253e-05,23.99875,0.037,0.324561403508772,0-0-5-1,a,1c403477-Audio_SP13.v0,group_0,1,fave,146.77769119195375,76.03113504793508,8,básicamente,,0.0899999999999998,",",[silence],b,s,b,s,internal,19.116407671071475,15.784601250030097,33.75571364053625,1c403477-Audio_SP13.csv,1c403477-Audio_SP13,23.99875,2864.832,1432.416,time column: time,audio_duration,H1
622.9605614704843,1528.5387648523354,2258.3754284820143,3.6551781009916375,3.450540319276308,4.030763108896363,5512.820512820513,0.0008330506932216,24.27775,0.035,0.3365384615384615,0-0-5-5,a,1c403477-Audio_SP13.v0,group_0,1,fave,151.55794837912512,68.92420572517979,8,básicamente,,0.0799999999999983,",",[silence],k,m,k,m,internal,38.67440845231874,31.517417176941656,56.3038608345399,1c403477-Audio_SP13.csv,1c403477-Audio_SP13,24.27775,2864.832,1432.416,time column: time,audio_duration,H1
589.9844319654164,1548.290821351742,2334.525784427517,3.046086079469922,3.145287439757533,3.8979531076710616,5512.820512820513,4.45325939683e-05,26.76775,0.035,0.3365384615384615,0-0-10-0,a,1c403477-Audio_SP13.v0,group_0,1,fave,141.64065047659355,69.88502079343922,8,ha,,0.0799999999999983,laboral,sido,l,s,l,s,internal,21.032862162305317,23.22635069048784,49.3014310332541,1c403477-Audio_SP13.csv,1c403477-Audio_SP13,26.76775,2864.832,1432.416,time column: time,audio_duration,H1
699.3692315323344,1278.7553420866336,2520.372320184796,3.636507132137352,3.354860593083343,4.04492848707143,5333.333333333333,0.0029543383244791,28.82875,0.037,0.3245614035087719,0-0-17-1,a,1c403477-Audio_SP13.v0,group_0,1,fave,129.22601443581468,65.59727210092242,8,bancario,,0.0899999999999998,empleado,.,b,n,b,n,internal,37.959019065372445,28.641611073691134,57.10710199201015,1c403477-Audio_SP13.csv,1c403477-Audio_SP13,28.82875,2864.832,1432.416,time column: time,audio_duration,H1
640.4373045312265,1381.2515292772975,2439.5041619124927,3.666164422573248,3.180004038016656,3.3861912613808984,5512.820512820513,0.0007998685880527,32.170750000000005,0.061,0.3315217391304348,0-0-27-4,a,1c403477-Audio_SP13.v0,group_0,1,fave,129.0493611075159,64.05834339587115,8,trabajar,,0.1599999999999966,de,en,b,x,b,x,internal,39.10164049766716,24.04685065345191,29.553177313781184,1c403477-Audio_SP13.csv,1c403477-Audio_SP13,32.170750000000005,2864.832,1432.416,time column: time,audio_duration,H1
577.771863873261,1898.376670368588,2452.65526909092,2.9980233663982907,3.0143675735758,2.98317417166203,5692.307692307692,0.0001739334484449,32.875750000000004,0.031,0.3297872340425531,0-0-30-3,a,1c403477-Audio_SP13.v0,group_0,1,fave,135.89644103366462,67.8508282926345,8,área,,0.0700000000000002,el,de,é,d,é,d,internal,20.04587438806048,20.376200417256417,19.75040844044258,1c403477-Audio_SP13.csv,1c403477-Audio_SP13,32.875750000000004,2864.832,1432.416,time column: time,audio_duration,H1
633.5858846104171,1872.251480016586,2398.910244520157,2.9106652117123817,3.3087659317472773,4.14215971334148,5512.820512820513,0.000521120431817,37.03875000000001,0.037,0.324561403508772,0-0-42-0,a,1c403477-Audio_SP13.v0,group_0,1,fave,127.64538526853596,67.41729526811116,8,análisis,,0.0899999999999963,de,financiero,e,n,e,n,internal,18.369013786829736,27.351351202124864,62.93860411360572,1c403477-Audio_SP13.csv,1c403477-Audio_SP13,37.03875000000001,2864.832,1432.416,time column: time,audio_duration,H1
703.2192920457875,1588.4706038065722,2269.565574514956,3.569526807208234,3.1839881544434783,4.147166798030093,5512.820512820513,0.0003817253751954,37.213750000000005,0.027,0.3214285714285714,0-0-42-2,a,1c403477-Audio_SP13.v0,group_0,1,fave,144.0772704365839,70.94154476717853,8,análisis,,0.0599999999999951,de,financiero,n,l,n,l,internal,35.49979093141929,24.14284720990152,63.25453331667123,1c403477-Audio_SP13.csv,1c403477-Audio_SP13,37.213750000000005,2864.832,1432.416,time column: time,audio_duration,H1
581.114295261661,1585.4782814010982,2446.429831208387,3.640044364717384,3.287557246716122,4.272593274031269,5512.820512820513,0.003892239855899,39.53775,0.055,0.3353658536585365,0-0-47-6,a,1c403477-Audio_SP13.v0,group_0,1,fave,206.65749222314537,66.45925587728794,8,empresas,,0.1400000000000005,de,[silence],s,s,s,s,internal,38.09352669645724,26.777373183652863,71.70735152157849,1c403477-Audio_SP13.csv,1c403477-Audio_SP13,39.53775,2864.832,1432.416,time column: time,audio_duration,H1
502.57192439520543,2014.7306939313269,2565.477575987718,3.54151471828392,3.462588796243659,4.428674525582374,5871.794871794871,2.99331244805e-05,44.45375,0.027,0.3214285714285714,0-0-61-0,a,1c403477-Audio_SP13.v0,group_0,1,fave,141.3553137113542,71.44522205399245,8,analista,,0.0600000000000022,soy,de,y,n,y,n,internal,34.519166423475895,31.89945089257229,83.82024166057067,1c403477-Audio_SP13.csv,1c403477-Audio_SP13,44.45375,2864.832,1432.416,time column: time,audio_duration,H1
588.9353696776184,1645.309035095721,2302.259313374929,3.447685036791585,2.960037201814192,4.700173907300243,5692.307692307692,3.68299821965e-05,44.56375,0.027,0.3214285714285714,0-0-61-2,a,1c403477-Audio_SP13.v0,group_0,1,fave,136.9872075397044,69.31824233755391,8,analista,,0.0600000000000022,soy,de,n,l,n,l,internal,31.427554400569864,19.29868968841641,109.96629473075777,1c403477-Audio_SP13.csv,1c403477-Audio_SP13,44.56375,2864.832,1432.416,time column: time,audio_duration,H1
561.9008018726176,1484.7080259300851,2676.7000099143584,3.0154263749818835,3.105927002268302,4.300881398930585,5512.820512820513,2.00397800719e-05,44.87375,0.027,0.3214285714285714,0-0-61-7,a,1c403477-Audio_SP13.v0,group_0,1,fave,177.8925520063201,74.49139551143043,8,analista,,0.0600000000000022,soy,de,t,d,t,d,internal,20.39778619241681,22.3299092603589,73.76478125472055,1c403477-Audio_SP13.csv,1c403477-Audio_SP13,44.87375,2864.832,1432.416,time column: time,audio_duration,H1
